0.79,-1.592e-06,0.01,6.158e-07,0.79,-2.826e-06,0.01,1.041e-06,0.79,-6.151e-06,0.01,2.09e-06
0.8,-1.608e-06,0.0,6.399e-07,0.8,-2.842e-06,0.0,1.088e-06,0.8,-6.159e-06,0.0,2.222e-06
0.81,-1.622e-06,-0.01,6.859e-07,0.81,-2.866e-06,-0.01,1.169e-06,0.81,-6.157e-06,-0.01,2.439e-06
0.82,-1.646e-06,-0.02,7.22e-07,0.82,-2.883e-06,-0.02,1.259e-06,0.82,-6.176e-06,-0.02,2.692e-06
0.83,-1.671e-06,-0.03,7.942e-07,0.83,-2.911e-06,-0.03,1.396e-06,0.83,-6.193e-06,-0.03,3.088e-06
0.84,-1.701e-06,-0.04,8.747e-07,0.84,-2.937e-06,-0.04,1.578e-06,0.84,-6.225e-06,-0.04,3.589e-06
0.85,-1.713e-06,-0.05,9.845e-07,0.85,-2.969e-06,-0.05,1.8e-06,0.85,-6.251e-06,-0.05,4.259e-06
0.86,-1.738e-06,-0.06,1.11e-06,0.86,-2.999e-06,-0.06,2.047e-06,0.86,-6.3e-06,-0.06,4.976e-06
0.87,-1.76e-06,-0.07,1.254e-06,0.87,-3.03e-06,-0.07,2.32e-06,0.87,-6.366e-06,-0.07,5.638e-06
0.88,-1.789e-06,-0.08,1.409e-06,0.88,-3.071e-06,-0.08,2.575e-06,0.88,-6.427e-06,-0.08,6.086e-06
0.89,-1.807e-06,-0.09,1.566e-06,0.89,-3.106e-06,-0.09,2.815e-06,0.89,-6.486e-06,-0.09,6.345e-06
0.9,-1.831e-06,-0.1,1.68e-06,0.9,-3.144e-06,-0.1,3.01e-06,0.9,-6.556e-06,-0.1,6.446e-06
0.91,-1.854e-06,-0.11,1.736e-06,0.91,-3.178e-06,-0.11,3.12e-06,0.91,-6.62e-06,-0.11,6.455e-06
0.92,-1.884e-06,-0.12,1.731e-06,0.92,-3.228e-06,-0.12,3.125e-06,0.92,-6.709e-06,-0.12,6.418e-06
0.93,-1.902e-06,-0.13,1.694e-06,0.93,-3.267e-06,-0.13,3.068e-06,0.93,-6.78e-06,-0.13,6.38e-06
0.94,-1.92e-06,-0.14,1.655e-06,0.94,-3.307e-06,-0.14,2.99e-06,0.94,-6.866e-06,-0.14,6.328e-06
0.95,-1.945e-06,-0.15,1.657e-06,0.95,-3.348e-06,-0.15,2.978e-06,0.95,-6.935e-06,-0.15,6.372e-06
0.96,-1.966e-06,-0.16,1.681e-06,0.96,-3.381e-06,-0.16,3.015e-06,0.96,-7.023e-06,-0.16,6.484e-06
0.97,-1.992e-06,-0.17,1.752e-06,0.97,-3.42e-06,-0.17,3.136e-06,0.97,-7.101e-06,-0.17,6.745e-06
0.98,-2.005e-06,-0.18,1.84e-06,0.98,-3.462e-06,-0.18,3.293e-06,0.98,-7.182e-06,-0.18,7.076e-06
0.99,-2.028e-06,-0.19,1.972e-06,0.99,-3.49e-06,-0.19,3.537e-06,0.99,-7.254e-06,-0.19,7.609e-06
1.0,-2.047e-06,-0.2,2.105e-06,1.0,-3.525e-06,-0.2,3.79e-06,1.0,-7.323e-06,-0.2,8.184e-06
1.01,-2.063e-06,-0.21,2.263e-06,1.01,-3.558e-06,-0.21,4.088e-06,1.01,-7.379e-06,-0.21,8.884e-06
1.02,-2.086e-06,-0.22,2.38e-06,1.02,-3.584e-06,-0.22,4.321e-06,1.02,-7.447e-06,-0.22,9.491e-06
1.03,-2.097e-06,-0.23,2.479e-06,1.03,-3.609e-06,-0.23,4.517e-06,1.03,-7.497e-06,-0.23,9.986e-06
1.04,-2.105e-06,-0.24,2.548e-06,1.04,-3.643e-06,-0.24,4.639e-06,1.04,-7.561e-06,-0.24,1.031e-05
1.05,-2.123e-06,-0.25,2.594e-06,1.05,-3.661e-06,-0.25,4.724e-06,1.05,-7.606e-06,-0.25,1.048e-05
1.06,-2.143e-06,-0.26,2.604e-06,1.06,-3.693e-06,-0.26,4.702e-06,1.06,-7.663e-06,-0.26,1.043e-05
1.07,-2.157e-06,-0.27,2.611e-06,1.07,-3.715e-06,-0.27,4.662e-06,1.07,-7.703e-06,-0.27,1.023e-05
1.08,-2.18e-06,-0.28,2.622e-06,1.08,-3.75e-06,-0.28,4.612e-06,1.08,-7.757e-06,-0.28,9.964e-06
1.09,-2.192e-06,-0.29,2.698e-06,1.09,-3.764e-06,-0.29,4.667e-06,1.09,-7.8e-06,-0.29,9.796e-06
1.1,-1.787e-06,-0.3,5.508e-07,1.1,-2.979e-06,-0.3,4.84e-07,1.1,-6.205e-06,-0.3,1.743e-06
